0.891804,0,0,-0.452422,-0.337503,-0.198017,0.0865,1,0,0,0,0,0.42,0.0865,-0.629246,0,-0,-0.777206,-0.150334,-0.35591,0.0865,0,1,0,0,2,0,0,0,0,3,0,162
0.891804,0,0,-0.452422,-0.337503,-0.198017,0.0865,1,0,0,0,0,0.42,0.0865,-0.629246,0,-0,-0.777206,-0.150334,-0.35591,0.0865,0,0,0,0,1,0,0,0,0,2,0,162
0.891804,0,0,-0.452422,-0.337503,-0.198017,0.0865,1,0,0,0,0,0.42,0.0865,-0.629246,0,-0,-0.777206,-0.150334,-0.35591,0.0865,0,0,0,0,0,0,0,0,0,1,0,0
0.891804,0,0,-0.452422,-0.337503,-0.198017,0.0865,1,0,0,0,0,0.42,0.0865,1,0,0,0,0,0.49,0.0865,0,1,0,0,0,0,0,0,0,0,0,0
0.891804,0,0,-0.452422,-0.337503,-0.198017,0.0865,1,0,0,0,0,0.42,0.0865,1,0,0,0,0,0.49,0.0865,0,2,0,0,3,0,0,1,0,4,0,166.823
0.891804,0,0,-0.452422,-0.337503,-0.198017,0.0865,1,0,0,0,0,0.42,0.0865,1,0,0,0,0,0.49,0.0865,0,3,0,0,4,0,0,2,0,5,1,166.823
0.891804,0,0,-0.452422,-0.337503,-0.198017,0.0865,1,0,0,0,0,0.42,0.0865,1,0,0,0,0,0.49,0.0865,0,4,0,0,5,1,0,3,0,6,2,171.453
0.891804,0,0,-0.452422,-0.337503,-0.198017,0.0865,1,0,0,0,0,0.42,0.0865,1,0,0,0,0,0.49,0.0865,0,5,1,0,6,2,0,4,0,7,3,171.453
1,0,0,0,0,0.35,0.0865,-0.106964,-0,0,0.994263,-0.464402,0.0576482,0.0865,1,0,0,0,0,0.49,0.0865,1,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0.35,0.0865,-0.106964,-0,0,0.994263,-0.464402,0.0576482,0.0865,1,0,0,0,0,0.49,0.0865,0,0,1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0.35,0.0865,1,0,0,0,0,0.42,0.0865,-0.629246,0,-0,-0.777206,-0.150334,-0.35591,0.0865,1,0,0,2,0,0,0,0,3,0,0,162
1,0,0,0,0,0.35,0.0865,1,0,0,0,0,0.42,0.0865,-0.629246,0,-0,-0.777206,-0.150334,-0.35591,0.0865,0,1,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0.35,0.0865,1,0,0,0,0,0.42,0.0865,-0.629246,0,-0,-0.777206,-0.150334,-0.35591,0.0865,0,0,0,1,0,0,0,0,2,0,0,162
1,0,0,0,0,0.35,0.0865,1,0,0,0,0,0.42,0.0865,-0.629246,0,-0,-0.777206,-0.150334,-0.35591,0.0865,0,0,0,0,0,0,0,0,1,0,0,0
1,0,0,0,0,0.35,0.0865,1,0,0,0,0,0.42,0.0865,1,0,0,0,0,0.49,0.0865,1,5,0,2,0,0,0,4,3,0,0,164.691
1,0,0,0,0,0.35,0.0865,1,0,0,0,0,0.42,0.0865,1,0,0,0,0,0.49,0.0865,1,9,5,2,10,6,0,8,3,11,7,177.852
1,0,0,0,0,0.35,0.0865,1,0,0,0,0,0.42,0.0865,1,0,0,0,0,0.49,0.0865,2,6,0,3,0,0,1,5,4,0,0,167.631
1,0,0,0,0,0.35,0.0865,1,0,0,0,0,0.42,0.0865,1,0,0,0,0,0.49,0.0865,2,10,6,3,11,7,1,9,4,12,8,180.792
1,0,0,0,0,0.35,0.0865,1,0,0,0,0,0.42,0.0865,1,0,0,0,0,0.49,0.0865,2,0,0,3,0,0,0,1,4,0,0,166.875
1,0,0,0,0,0.35,0.0865,1,0,0,0,0,0.42,0.0865,1,0,0,0,0,0.49,0.0865,2,0,0,0,0,0,0,1,0,0,0,162
1,0,0,0,0,0.35,0.0865,1,0,0,0,0,0.42,0.0865,1,0,0,0,0,0.49,0.0865,3,0,0,4,0,0,0,2,5,0,1,166.875
1,0,0,0,0,0.35,0.0865,1,0,0,0,0,0.42,0.0865,1,0,0,0,0,0.49,0.0865,3,0,0,0,0,0,0,2,0,1,0,162
1,0,0,0,0,0.35,0.0865,1,0,0,0,0,0.42,0.0865,1,0,0,0,0,0.49,0.0865,4,0,0,5,0,1,0,3,6,0,2,171.432
1,0,0,0,0,0.35,0.0865,1,0,0,0,0,0.42,0.0865,1,0,0,0,0,0.49,0.0865,4,0,0,0,1,0,0,3,0,2,0,165.578
1,0,0,0,0,0.35,0.0865,1,0,0,0,0,0.42,0.0865,1,0,0,0,0,0.49,0.0865,5,1,0,0,2,0,0,4,0,3,0,165.578
1,0,0,0,0,0.35,0.0865,1,0,0,0,0,0.42,0.0865,1,0,0,0,0,0.49,0.0865,5,0,1,6,0,2,0,4,7,0,3,171.432
1,0,0,0,0,0.35,0.0865,1,0,0,0,0,0.42,0.0865,1,0,0,0,0,0.49,0.0865,6,2,0,0,3,0,1,5,0,4,0,169.07
1,0,0,0,0,0.35,0.0865,1,0,0,0,0,0.42,0.0865,1,0,0,0,0,0.49,0.0865,6,0,2,7,0,3,1,5,8,0,4,172.904
1,0,0,0,0,0.35,0.0865,1,0,0,0,0,0.42,0.0865,1,0,0,0,0,0.49,0.0865,0,1,5,0,2,0,0,4,0,3,0,165.578
1,0,0,0,0,0.35,0.0865,1,0,0,0,0,0.42,0.0865,1,0,0,0,0,0.49,0.0865,0,2,6,0,3,0,1,5,0,4,0,169.07
1,0,0,0,0,0.35,0.0865,1,0,0,0,0,0.42,0.0865,1,0,0,0,0,0.49,0.0865,0,2,0,0,0,0,0,1,0,0,0,162
1,0,0,0,0,0.35,0.0865,1,0,0,0,0,0.42,0.0865,1,0,0,0,0,0.49,0.0865,0,3,0,0,0,0,0,2,1,0,0,162
1,0,0,0,0,0.35,0.0865,1,0,0,0,0,0.42,0.0865,1,0,0,0,0,0.49,0.0865,0,3,0,0,0,0,0,2,0,0,1,162
1,0,0,0,0,0.35,0.0865,1,0,0,0,0,0.42,0.0865,1,0,0,0,0,0.49,0.0865,0,4,0,1,0,0,0,3,2,0,0,164.691
1,0,0,0,0,0.35,0.0865,1,0,0,0,0,0.42,0.0865,1,0,0,0,0,0.49,0.0865,0,4,0,0,0,1,0,3,0,0,2,166.557
1,0,0,0,0,0.35,0.0865,1,0,0,0,0,0.42,0.0865,1,0,0,0,0,0.49,0.0865,0,5,1,0,0,2,0,4,0,0,3,166.557
1,0,0,0,0,0.35,0.0865,1,0,0,0,0,0.42,0.0865,1,0,0,0,0,0.49,0.0865,0,6,2,0,7,3,0,5,0,8,4,175.161
1,0,0,0,0,0.35,0.0865,1,0,0,0,0,0.42,0.0865,1,0,0,0,0,0.49,0.0865,0,6,2,0,0,3,1,5,0,0,4,168.029
1,0,0,0,0,0.35,0.0865,1,0,0,0,0,0.42,0.0865,1,0,0,0,0,0.49,0.0865,0,7,3,0,8,4,0,6,1,9,5,175.161
1,0,0,0,0,0.35,0.0865,1,0,0,0,0,0.42,0.0865,1,0,0,0,0,0.49,0.0865,0,8,4,1,9,5,0,7,2,10,6,177.852
1,0,0,0,0,0.35,0.0865,1,0,0,0,0,0.42,0.0865,1,0,0,0,0,0.49,0.0865,0,0,2,0,0,0,0,1,0,0,0,162
1,0,0,0,0,0.35,0.0865,1,0,0,0,0,0.42,0.0865,1,0,0,0,0,0.49,0.0865,0,0,3,0,0,0,0,2,0,1,0,162
1,0,0,0,0,0.35,0.0865,1,0,0,0,0,0.42,0.0865,1,0,0,0,0,0.49,0.0865,0,0,4,0,1,0,0,3,0,2,0,165.578
