0.570597,0.417635,0.570597,-0.417635,0.276416,-0.284362,0.0575,0.366376,0.604788,0.366376,-0.604788,-0.273126,0.370027,0.0575,1,0,0,0,0,0.49,0.0865,0,0,1,0,0,0,0,0,0,0
1,0,0,0,0,0.35,0.0865,0.366376,0.604788,0.366376,-0.604788,-0.273126,0.370027,0.0575,1,0,0,0,0,0.49,0.0865,1,0,5,2,0,0,4,3,0,164.019
1,0,0,0,0,0.35,0.0865,0.366376,0.604788,0.366376,-0.604788,-0.273126,0.370027,0.0575,1,0,0,0,0,0.49,0.0865,0,0,1,0,0,0,0,0,0,0
1,0,0,0,0,0.35,0.0865,0.366376,0.604788,0.366376,-0.604788,-0.273126,0.370027,0.0575,1,0,0,0,0,0.49,0.0865,0,0,2,0,0,0,1,0,0,162
1,0,0,0,0,0.35,0.0865,0.366376,0.604788,0.366376,-0.604788,-0.273126,0.370027,0.0575,1,0,0,0,0,0.49,0.0865,0,0,3,0,0,0,2,1,0,162
1,0,0,0,0,0.35,0.0865,0.366376,0.604788,0.366376,-0.604788,-0.273126,0.370027,0.0575,1,0,0,0,0,0.49,0.0865,0,0,4,1,0,0,3,2,0,164.019
1,0,0,0,0,0.35,0.0865,1,0,0,0,0,0.42,0.0865,1,0,0,0,0,0.49,0.0865,1,0,0,2,0,0,0,3,0,162
1,0,0,0,0,0.35,0.0865,1,0,0,0,0,0.42,0.0865,1,0,0,0,0,0.49,0.0865,2,0,6,3,0,0,5,4,0,167.977
1,0,0,0,0,0.35,0.0865,1,0,0,0,0,0.42,0.0865,1,0,0,0,0,0.49,0.0865,2,0,0,3,0,1,0,4,0,163.23
1,0,0,0,0,0.35,0.0865,1,0,0,0,0,0.42,0.0865,1,0,0,0,0,0.49,0.0865,3,0,7,4,0,0,6,5,1,167.977
1,0,0,0,0,0.35,0.0865,1,0,0,0,0,0.42,0.0865,1,0,0,0,0,0.49,0.0865,4,0,8,5,1,0,7,6,2,170.566
1,0,0,0,0,0.35,0.0865,1,0,0,0,0,0.42,0.0865,1,0,0,0,0,0.49,0.0865,5,1,9,6,2,0,8,7,3,170.566
1,0,0,0,0,0.35,0.0865,1,0,0,0,0,0.42,0.0865,1,0,0,0,0,0.49,0.0865,6,2,10,7,3,1,9,8,4,172.133
1,0,0,0,0,0.35,0.0865,1,0,0,0,0,0.42,0.0865,1,0,0,0,0,0.49,0.0865,0,1,5,0,2,0,4,0,3,164.589
1,0,0,0,0,0.35,0.0865,1,0,0,0,0,0.42,0.0865,1,0,0,0,0,0.49,0.0865,0,2,6,0,3,1,5,0,4,166.156
1,0,0,0,0,0.35,0.0865,1,0,0,0,0,0.42,0.0865,1,0,0,0,0,0.49,0.0865,0,0,1,0,0,0,0,0,0,0
1,0,0,0,0,0.35,0.0865,1,0,0,0,0,0.42,0.0865,1,0,0,0,0,0.49,0.0865,0,0,2,0,0,1,0,0,0,162
1,0,0,0,0,0.35,0.0865,1,0,0,0,0,0.42,0.0865,1,0,0,0,0,0.49,0.0865,0,0,2,0,0,0,1,0,0,162
1,0,0,0,0,0.35,0.0865,1,0,0,0,0,0.42,0.0865,1,0,0,0,0,0.49,0.0865,0,0,3,0,0,0,2,0,1,162
1,0,0,0,0,0.35,0.0865,1,0,0,0,0,0.42,0.0865,1,0,0,0,0,0.49,0.0865,0,0,4,0,1,0,3,0,2,164.589
1,0,0,0,0,0.35,0.0865,1,0,0,0,0,0.42,0.0865,1,0,0,0,0,0.49,0.0865,0,0,0,1,0,0,0,2,0,162
1,0,0,0,0,0.35,0.0865,1,0,0,0,0,0.42,0.0865,1,0,0,0,0,0.49,0.0865,0,0,0,0,0,0,0,1,0,0
0,0,-0.193063,-0.0514532,-0.451417,0.0865,1,0,0,0,0,0.42,0.0865,1,0,0,0,0,0.49,0.0865,0,1,0,0,2,0,0,0,3,0,162
0,0,-0.193063,-0.0514532,-0.451417,0.0865,1,0,0,0,0,0.42,0.0865,1,0,0,0,0,0.49,0.0865,0,0,1,0,0,0,0,0,0,0,0
0,0,-0.193063,-0.0514532,-0.451417,0.0865,1,0,0,0,0,0.42,0.0865,1,0,0,0,0,0.49,0.0865,0,0,0,0,1,0,0,0,2,0,162
0,0,-0.193063,-0.0514532,-0.451417,0.0865,1,0,0,0,0,0.42,0.0865,1,0,0,0,0,0.49,0.0865,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0.35,0.0865,-0.41841,-0.570029,-0.41841,0.570029,0.378435,-0.192786,0.0575,0.51738,0,0,0.855756,-0.320372,0.236087,0.0865,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.35,0.0865,-0.41841,-0.570029,-0.41841,0.570029,0.378435,-0.192786,0.0575,1,0,0,0,0,0.49,0.0865,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.35,0.0865,-0.41841,-0.570029,-0.41841,0.570029,0.378435,-0.192786,0.0575,1,0,0,0,0,0.49,0.0865,2,0,0,0,0,0,1,0,0,0,162
0,0,0,0,0.35,0.0865,-0.41841,-0.570029,-0.41841,0.570029,0.378435,-0.192786,0.0575,1,0,0,0,0,0.49,0.0865,3,0,0,0,0,0,2,0,0,0,162
0,0,0,0,0.35,0.0865,-0.41841,-0.570029,-0.41841,0.570029,0.378435,-0.192786,0.0575,1,0,0,0,0,0.49,0.0865,4,0,0,0,0,0,3,0,0,0,166.74
0,0,0,0,0.35,0.0865,-0.41841,-0.570029,-0.41841,0.570029,0.378435,-0.192786,0.0575,1,0,0,0,0,0.49,0.0865,5,0,1,0,0,0,4,0,0,0,166.74
0,0,0,0,0.35,0.0865,1,0,0,0,0,0.42,0.0865,0.51738,0,0,0.855756,-0.320372,0.236087,0.0865,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.35,0.0865,1,0,0,0,0,0.42,0.0865,0.51738,0,0,0.855756,-0.320372,0.236087,0.0865,0,1,0,0,0,0,0,0,0,0,0
