-0.648099,0.282786,-0.648099,-0.282786,-0.464714,-0.0541891,0.0575,0.999647,0,0,-0.0265798,0.384034,-0.204332,0.0865,-0.0945198,-0.700761,-0.0945198,0.700761,0.00852235,-0.43558,0.0575,1,0,0,0,0,0,0,0,0,0,0,0,10.7242
-0.648099,0.282786,-0.648099,-0.282786,-0.464714,-0.0541891,0.0575,0.999647,0,0,-0.0265798,0.384034,-0.204332,0.0865,-0.0945198,-0.700761,-0.0945198,0.700761,0.00852235,-0.43558,0.0575,1,5,9,2,6,10,0,12,8,3,7,11,84.2885
-0.648099,0.282786,-0.648099,-0.282786,-0.464714,-0.0541891,0.0575,0.999647,0,0,-0.0265798,0.384034,-0.204332,0.0865,-0.0945198,-0.700761,-0.0945198,0.700761,0.00852235,-0.43558,0.0575,1,5,9,2,6,10,0,0,8,3,7,0,70.1067
-0.648099,0.282786,-0.648099,-0.282786,-0.464714,-0.0541891,0.0575,0.999647,0,0,-0.0265798,0.384034,-0.204332,0.0865,-0.0945198,-0.700761,-0.0945198,0.700761,0.00852235,-0.43558,0.0575,1,5,9,2,6,10,0,0,8,3,7,11,80.5589
-0.648099,0.282786,-0.648099,-0.282786,-0.464714,-0.0541891,0.0575,0.999647,0,0,-0.0265798,0.384034,-0.204332,0.0865,-0.0945198,-0.700761,-0.0945198,0.700761,0.00852235,-0.43558,0.0575,1,5,9,2,6,0,0,0,8,3,7,0,64.6042
-0.648099,0.282786,-0.648099,-0.282786,-0.464714,-0.0541891,0.0575,0.999647,0,0,-0.0265798,0.384034,-0.204332,0.0865,-0.0945198,-0.700761,-0.0945198,0.700761,0.00852235,-0.43558,0.0575,1,5,0,2,6,0,0,0,4,3,0,0,38.7924
-0.648099,0.282786,-0.648099,-0.282786,-0.464714,-0.0541891,0.0575,0.999647,0,0,-0.0265798,0.384034,-0.204332,0.0865,-0.0945198,-0.700761,-0.0945198,0.700761,0.00852235,-0.43558,0.0575,1,5,0,2,6,0,0,0,4,3,7,0,48.9765
-0.648099,0.282786,-0.648099,-0.282786,-0.464714,-0.0541891,0.0575,0.999647,0,0,-0.0265798,0.384034,-0.204332,0.0865,-0.0945198,-0.700761,-0.0945198,0.700761,0.00852235,-0.43558,0.0575,1,5,0,2,6,0,0,0,8,3,7,0,54.9448
-0.648099,0.282786,-0.648099,-0.282786,-0.464714,-0.0541891,0.0575,0.999647,0,0,-0.0265798,0.384034,-0.204332,0.0865,-0.0945198,-0.700761,-0.0945198,0.700761,0.00852235,-0.43558,0.0575,1,5,0,2,0,0,0,0,4,3,0,0,33.1281
-0.648099,0.282786,-0.648099,-0.282786,-0.464714,-0.0541891,0.0575,0.999647,0,0,-0.0265798,0.384034,-0.204332,0.0865,-0.0945198,-0.700761,-0.0945198,0.700761,0.00852235,-0.43558,0.0575,1,9,5,2,10,6,0,0,8,3,11,7,257.626
-0.648099,0.282786,-0.648099,-0.282786,-0.464714,-0.0541891,0.0575,0.999647,0,0,-0.0265798,0.384034,-0.204332,0.0865,-0.0945198,-0.700761,-0.0945198,0.700761,0.00852235,-0.43558,0.0575,1,9,5,2,10,6,0,0,8,3,0,7,246.902
-0.648099,0.282786,-0.648099,-0.282786,-0.464714,-0.0541891,0.0575,0.999647,0,0,-0.0265798,0.384034,-0.204332,0.0865,-0.0945198,-0.700761,-0.0945198,0.700761,0.00852235,-0.43558,0.0575,1,9,5,2,0,6,0,0,8,3,0,7,63.9023
