0,0,0,0,0,0,0,0,1,0,0.35,0.9215,0,0,0,1,0.4,0.25,0.9215,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.81675
0,0,0,0,0,0,0,0,1,0.15,-0.3,0.9215,0,0,0,1,0,0.42,0.9215,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.89956
0,0,0,0,0,0,0,1,0,0,0.35,0.9215,0,0,0,1,0,0.42,0.9215,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.56934
0,0,0,0,0,0,1,0,0,0.15,-0.3,0.9215,0,0,0,1,0.4,0.25,0.9215,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.38439
0,1,0,0,0,0,0,0,0,0,0.35,0.9215,0,0,0,1,0.4,0.25,0.0865,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.10186
0,1,0,0,0,0,0,0,0,0.15,-0.3,0.9215,0,0,0,1,0.4,0.25,0.0865,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.14718
0,1,0,0,0,0,0,0,2,0.15,-0.3,0.9215,0,0,0,1,0.4,0.25,0.0865,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0467
0,1,0,0,0,0,0,2,0,0,0.35,0.9215,0,0,0,1,0.4,0.25,0.0865,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6712
0,2,0,0,0,0,0,0,1,0,0.35,0.9215,0,0,0,1,0.4,0.25,0.9215,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.91861
0,2,0,0,0,0,0,3,1,0,0.35,0.9215,0,0,0,1,0.4,0.25,0.9215,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.48795
